#zl zs sig_0 dsig_0 o_e o_ap  sig_atm
0.1550 	0.5170 	254.00 	16.00 	1.62 	1.50 	1.40 	255.00
0.0820 	0.5320 	246.00 	8.00 	1.6 	1.50 	1.40 	249.00
0.1860 	0.8070 	207.00 	13.00 	1.44 	1.50 	1.40 	207.00
0.4850 	3.5950 	239.00 	16.00 	1.34 	1.25 	0.70 	229.00
0.9380 	2.9410 	256.00 	19.00 	1.24 	1.25 	0.80 	251.00
0.8100 	3.3990 	232.00 	16.00 	1.41 	1.25 	0.75 	224.00
0.7500 	2.7400 	277.00 	22.00 	1.27 	0.90 	0.95 	273.00
0.7170 	3.4800 	293.00 	34.00 	2.39 	1.00 	0.60 	293.00
0.6090 	1.8800 	293.00 	48.00 	1.41 	1.00 	0.70 	287.00
0.6460 	1.8470 	253.00 	29.00 	1.27 	1.50 	0.60 	239.00
0.3890 	2.1500 	298.00 	24.00 	1.3 	1.00 	0.70 	289.00
0.4990 	1.4400 	293.00 	28.00 	1.22 	1.00 	0.60 	288.00
0.2380 	1.1990 	233.00 	21.00 	1.76 	1.00 	0.70 	234.00
0.4940 	1.2320 	272.00 	25.00 	1.19 	1.00 	0.60 	263.00
0.3520 	2.3400 	287.00 	27.00 	1.04 	1.00 	0.70 	281.00
0.2740 	2.0900 	279.00 	35.00 	1.16 	0.90 	0.80 	276.00
0.3370 	3.2500 	309.00 	26.00 	0.93 	0.70 	0.60 	290.00
0.3650 	3.3900 	228.00 	26.00 	1.03 	0.70 	0.70 	222.00
0.4190 	2.9500 	283.00 	22.00 	1.36 	0.70 	0.60 	281.00
0.7830 	2.7700 	233.00 	30.00 	1.14 	1.00 	0.80 	228.00
0.5260 	3.0100 	294.00 	22.00 	1.51 	1.00 	0.65 	284.00
0.7160 	1.4700 	262.00 	20.00 	0.94 	1.00 	0.90 	253.00
0.3220 	1.4200 	221.00 	24.00 	0.93 	1.00 	1.30 	214.00
0.3800 	0.9900 	252.00 	24.00 	0.96 	1.00 	0.80 	246.00
0.4830 	3.1200 	230.00 	19.00 	1.4 	1.00 	1.00 	228.00
0.4000 	2.1500 	219.00 	22.00 	1.95 	1.00 	0.90 	213.00
0.3250 	2.3500 	227.00 	24.00 	1.4 	1.00 	0.96 	222.00
0.4360 	1.3600 	223.00 	22.00 	1.44 	1.00 	0.90 	221.00
0.2210 	1.1046 	202.00 	17.00 	1.230 	1.50 	1.40 	203.00
0.1584 	0.7477 	222.00 	18.00 	0.920 	1.50 	1.40 	216.00
0.1371 	0.9628 	212.00 	12.00 	1.230 	1.50 	1.40 	208.00
0.1206 	0.8326 	204.00 	11.00 	1.620 	1.50 	1.40 	206.00
0.2881 	0.3918 	293.00 	17.00 	0.700 	1.50 	1.40 	297.00
0.3214 	0.4671 	271.00 	33.00 	0.540 	1.50 	1.40 	271.00
0.1668 	0.4245 	220.00 	11.00 	1.140 	1.50 	1.40 	221.00
0.1006 	0.2172 	201.00 	7.00 	0.600 	1.50 	1.40 	200.00
0.1634 	0.5380 	221.00 	16.00 	0.990 	1.50 	1.40 	216.00
0.1780 	0.5169 	283.00 	16.00 	1.180 	1.50 	1.40 	270.00
0.1303 	0.3610 	231.00 	9.00 	1.250 	1.50 	1.40 	230.00
0.1241 	0.4627 	227.00 	8.00 	1.290 	1.50 	1.40 	222.00
0.1036 	0.2551 	215.00 	15.00 	0.760 	1.50 	1.40 	207.00
0.0906 	0.5954 	237.00 	7.00 	1.350 	1.50 	1.40 	232.00
0.2074 	0.3717 	251.00 	12.00 	1.010 	1.50 	1.40 	250.00
0.0912 	0.4115 	229.00 	6.00 	1.530 	1.50 	1.40 	230.00
0.2681 	0.3966 	288.00 	16.00 	0.780 	1.50 	1.40 	285.00
0.1351 	0.3501 	249.00 	9.00 	1.010 	1.50 	1.40 	243.00
0.1281 	0.5804 	233.00 	9.00 	1.390 	1.50 	1.40 	231.00
0.1899 	0.2775 	255.00 	16.00 	0.590 	1.50 	1.40 	245.00
0.6630 	2.7650 	252.71 	65.99 	5.220 	1.00 	1.80 	249.72
0.2997 	3.0420 	239.51 	16.56 	1.520 	1.00 	1.80 	238.58
0.7810 	1.6510 	255.17 	60.76 	1.140 	1.00 	1.80 	265.99
